from_station,to_station,speed(km/h),distance(m),travel_time(seconds)
Worb SBB,Tägertschi,74,4644,225
Tägertschi,Konolfingen,55,4617,300
Konolfingen,Zäziwil,176,5126,105
Zäziwil,Bowil,92,4225,165
Bowil,Signau,46,3675,285
Signau,Emmenmatt,92,4203,165
Emmenmatt,Langnau i. E.,59,4898,300
Chur,Chur West,160,1997,45
Chur West,Felsberg,118,3456,105
Felsberg,Domat/Ems,73,3360,165
Domat/Ems,Ems Werk,213,2664,45
Ems Werk,Reichenau-Tamins,28,1899,240
Reichenau-Tamins,Bonaduz,85,5297,225
Bonaduz,Rhäzüns,46,1328,105
Rhäzüns,Rothenbrunnen,57,4548,285
Rothenbrunnen,Rodels-Realta,90,4106,165
Rodels-Realta,Cazis,67,1940,105
Cazis,Thusis,27,3093,420
Thusis,Cazis,67,3093,165
Cazis,Rodels-Realta,67,1940,105
Rodels-Realta,Rothenbrunnen,66,4106,225
Rothenbrunnen,Rhäzüns,55,4548,300
Rhäzüns,Bonaduz,46,1328,105
Bonaduz,Reichenau-Tamins,64,5297,300
Reichenau-Tamins,Ems Werk,152,1899,45
Ems Werk,Domat/Ems,53,2664,180
Domat/Ems,Felsberg,115,3360,105
Felsberg,Chur West,75,3456,165
Chur West,Chur,40,1997,180
Effretikon,Bassersdorf,121,7538,225
Bassersdorf,Zürich Flughafen,110,7321,240
Zürich Flughafen,Zürich Oerlikon,79,5271,240
Zürich Oerlikon,Zürich Wipkingen,99,2884,105
Zürich Wipkingen,Zürich HB,32,3228,360
Zürich HB,Zürich Wiedikon,60,2743,165
Zürich Wiedikon,Zürich Enge,43,1438,120
Zürich Enge,Thalwil,76,8571,405
Thalwil,Horgen,81,5431,240
Horgen,Wädenswil,118,9794,300
Wädenswil,Richterswil,95,4359,165
Richterswil,Pfäffikon SZ,74,8629,420
Pfäffikon SZ,Altendorf,107,4887,165
Altendorf,Lachen,117,3419,105
Lachen,Siebnen-Wangen,85,5684,240
Siebnen-Wangen,Schübelbach-Buttikon,146,4272,105
Schübelbach-Buttikon,Reichenburg,108,4934,165
Reichenburg,Bilten,126,5765,165
Bilten,Ziegelbrücke,38,3840,360
Ziegelbrücke,Bilten,132,3840,105
Bilten,Reichenburg,92,5765,225
Reichenburg,Schübelbach-Buttikon,108,4934,165
Schübelbach-Buttikon,Siebnen-Wangen,64,4272,240
Siebnen-Wangen,Lachen,124,5684,165
Lachen,Altendorf,117,3419,105
Altendorf,Pfäffikon SZ,73,4887,240
Pfäffikon SZ,Richterswil,138,8629,225
Richterswil,Wädenswil,52,4359,300
Wädenswil,Horgen,118,9794,300
Horgen,Thalwil,109,5431,180
Thalwil,Zürich Enge,86,8571,360
Zürich Enge,Zürich Wiedikon,115,1438,45
Zürich Wiedikon,Zürich HB,27,2743,360
Zürich HB,Zürich Wipkingen,70,3228,165
Zürich Wipkingen,Zürich Oerlikon,58,2884,180
Zürich Oerlikon,Zürich Flughafen,79,5271,240
Zürich Flughafen,Bassersdorf,160,7321,165
Bassersdorf,Effretikon,75,7538,360
Erstfeld,Altdorf,97,7688,285
Altdorf,Flüelen,45,3028,240
Flüelen,Sisikon,82,6477,285
Sisikon,Brunnen,73,6057,300
Brunnen,Schwyz,119,3952,120
Schwyz,Steinen,126,3668,105
Steinen,Arth-Goldau,74,6162,300
Arth-Goldau,Walchwil,66,7746,420
Walchwil,Zug Oberwil,90,7119,285
Zug Oberwil,Zug Fridbach,37,1073,105
Zug Fridbach,Zug Casino,55,684,45
Zug Casino,Zug Postplatz,32,930,105
Zug Postplatz,Zug,24,1102,165
Zug,Baar Lindenpark,14,686,180
Heerbrugg,Au SG,106,3086,105
Au SG,St. Margrethen,67,3352,180
St. Margrethen,Rheineck,135,6174,165
Rheineck,Staad,140,6412,165
Staad,Rorschach,42,3358,285
Rorschach,Rorschach Stadt,63,1832,105
Rorschach Stadt,Goldach,49,2431,180
Goldach,Mörschwil,105,6546,225
Mörschwil,St. Gallen St. Fiden,63,6061,345
St. Gallen St. Fiden,St. Gallen,59,2949,180
St. Gallen,St. Gallen Haggen,85,3882,165
St. Gallen Haggen,Gübsensee,89,2602,105
Gübsensee,Herisau,60,3976,240
Herisau,Schachen (Herisau),188,5493,105
Schachen (Herisau),Degersheim,66,5475,300
Degersheim,Mogelsberg,111,6909,225
Mogelsberg,Brunnadern-Neckertal,132,4393,120
Brunnadern-Neckertal,Lichtensteig,74,5871,285
Lichtensteig,Wattwil,33,2741,300
Locarno,Tenero,84,5582,240
Tenero,Gordola,142,1773,45
Gordola,Riazzino,128,3728,105
Riazzino,Cadenazzo,59,5867,360
Cadenazzo,S. Antonino,122,3569,105
S. Antonino,Giubiasco,124,3630,105
Giubiasco,Bellinzona,58,3624,225
Bellinzona,Castione-Arbedo,40,3970,360
Castione-Arbedo,Bellinzona,60,3970,240
Bellinzona,Giubiasco,58,3624,225
Giubiasco,S. Antonino,124,3630,105
S. Antonino,Cadenazzo,71,3569,180
Cadenazzo,Riazzino,94,5867,225
Riazzino,Gordola,128,3728,105
Gordola,Tenero,27,1773,240
Tenero,Locarno,56,5582,360
Lausanne,Puidoux-Chexbres,113,16490,525
Puidoux-Chexbres,Palézieux,87,10173,420
Palézieux,Palézieux-Village,80,3679,165
Palézieux-Village,Châtillens,67,3077,165
Châtillens,Ecublens-Rue,76,4756,225
Ecublens-Rue,Moudon,61,8142,480
Moudon,Lucens,80,6306,285
Lucens,Henniez,96,4415,165
Henniez,Granges-Marnand,81,3713,165
Granges-Marnand,Trey,122,3553,105
Trey,Payerne,43,5718,480
Payerne,Granges-Marnand,117,9271,285
Granges-Marnand,Henniez,81,3713,165
Henniez,Lucens,53,4415,300
Lucens,Moudon,95,6306,240
Moudon,Ecublens-Rue,85,8142,345
Ecublens-Rue,Châtillens,76,4756,225
Châtillens,Palézieux-Village,67,3077,165
Palézieux-Village,Palézieux,44,3679,300
Palézieux,Puidoux-Chexbres,90,10173,405
Puidoux-Chexbres,Lausanne,90,16490,660
Zürich HB,Zürich Wiedikon,107,3119,105
Zürich Wiedikon,Zürich Enge,22,1438,240
Zürich Enge,Thalwil,73,8571,420
Thalwil,Oberrieden Dorf,95,2783,105
Oberrieden Dorf,Horgen Oberdorf,48,2420,180
Horgen Oberdorf,Sihlbrugg,84,3859,165
Sihlbrugg,Baar,100,8314,300
Baar,Zug,33,2219,240
Zug,Baar,48,2219,165
Baar,Sihlbrugg,105,8314,285
Sihlbrugg,Horgen Oberdorf,62,3859,225
Horgen Oberdorf,Oberrieden Dorf,83,2420,105
Oberrieden Dorf,Thalwil,33,2783,300
Thalwil,Zürich Enge,73,8571,420
Zürich Enge,Zürich Wiedikon,115,1438,45
Zürich Wiedikon,Zürich HB,33,2743,300
Schaffhausen,Neuhausen,51,2563,180
Neuhausen,Jestetten,65,7323,405
Jestetten,Lottstetten,110,5042,165
Lottstetten,Rafz,81,3690,165
Rafz,Hüntwangen-Wil,68,4255,225
Hüntwangen-Wil,Eglisau,33,1533,165
Eglisau,Glattfelden,106,3081,105
Glattfelden,Bülach,43,3592,300
Bülach,Glattfelden,78,3592,165
Glattfelden,Eglisau,62,3081,180
Eglisau,Hüntwangen-Wil,53,1533,105
Hüntwangen-Wil,Rafz,93,4255,165
Rafz,Lottstetten,127,3690,105
Lottstetten,Jestetten,64,5042,285
Jestetten,Neuhausen,73,7323,360
Neuhausen,Schaffhausen,51,2563,180
Baden,Turgi,100,6688,240
Turgi,Brugg AG,79,5290,240
Brugg AG,Lupfig,94,4690,180
Lupfig,Birr,64,794,45
Birr,Othmarsingen,56,3704,240
Othmarsingen,Lenzburg,57,5741,360
Lenzburg,Rupperswil,115,5262,165
Rupperswil,Aarau,124,8279,240
Aarau,Schönenwerd SO,137,6299,165
Schönenwerd SO,Däniken,67,3091,165
Däniken,Dulliken,79,3634,165
Dulliken,Olten,74,4931,240
Olten,Aarburg-Oftringen,84,3855,165
Aarburg-Oftringen,Rothrist,66,4386,240
Rothrist,Murgenthal,155,7127,165
Murgenthal,Roggwil-Wynau,52,2390,165
Roggwil-Wynau,Langenthal,58,5837,360
Brugg AG,Lupfig,94,4690,180
Lupfig,Birr,64,794,45
Birr,Othmarsingen,44,3704,300
Othmarsingen,Lenzburg,86,5741,240
Langenthal,Roggwil-Wynau,127,5837,165
Roggwil-Wynau,Murgenthal,52,2390,165
Murgenthal,Rothrist,86,7127,300
Rothrist,Aarburg-Oftringen,96,4386,165
Aarburg-Oftringen,Olten,58,3855,240
Olten,Dulliken,108,4931,165
Dulliken,Däniken,73,3634,180
Däniken,Schönenwerd SO,106,3091,105
Schönenwerd SO,Aarau,94,6299,240
Aarau,Rupperswil,181,8279,165
Rupperswil,Lenzburg,66,5262,285
Lenzburg,Othmarsingen,69,5741,300
Othmarsingen,Birr,81,3704,165
Birr,Lupfig,24,794,120
Lupfig,Brugg AG,70,4690,240
Brugg AG,Turgi,79,5290,240
Turgi,Baden,80,6688,300
Rotkreuz,Oberrüti,110,5033,165
Oberrüti,Sins,77,2577,120
Sins,Mühlau,95,4332,165
Mühlau,Benzenschwil,122,3551,105
Benzenschwil,Muri AG,68,4534,240
Muri AG,Boswil-Bünzen,148,4310,105
Boswil-Bünzen,Wohlen AG,85,7110,300
Wohlen AG,Dottikon-Dintikon,158,4608,105
Dottikon-Dintikon,Hendschiken,79,3617,165
Hendschiken,Lenzburg,71,4723,240
Lenzburg,Rupperswil,115,5262,165
Rupperswil,Aarau,99,8279,300
Aarau,Rupperswil,124,8279,240
Rupperswil,Lenzburg,63,5262,300
Lenzburg,Hendschiken,162,4723,105
Hendschiken,Dottikon-Dintikon,79,3617,165
Dottikon-Dintikon,Wohlen AG,101,4608,165
Wohlen AG,Boswil-Bünzen,155,7110,165
Boswil-Bünzen,Muri AG,65,4310,240
Muri AG,Benzenschwil,99,4534,165
Benzenschwil,Mühlau,122,3551,105
Mühlau,Sins,69,4332,225
Sins,Oberrüti,88,2577,105
Oberrüti,Rotkreuz,75,5033,240
Lenzburg,Hendschiken,162,4723,105
Hendschiken,Dottikon-Dintikon,79,3617,165
Dottikon-Dintikon,Wohlen AG,101,4608,165
Wohlen AG,Boswil-Bünzen,155,7110,165
Boswil-Bünzen,Muri AG,65,4310,240
Muri AG,Benzenschwil,99,4534,165
Benzenschwil,Mühlau,122,3551,105
Mühlau,Sins,69,4332,225
Sins,Oberrüti,88,2577,105
Oberrüti,Rotkreuz,75,5033,240
Rotkreuz,Oberrüti,110,5033,165
Oberrüti,Sins,77,2577,120
Sins,Mühlau,95,4332,165
Mühlau,Benzenschwil,122,3551,105
Benzenschwil,Muri AG,68,4534,240
Muri AG,Boswil-Bünzen,148,4310,105
Boswil-Bünzen,Wohlen AG,85,7110,300
Wohlen AG,Dottikon-Dintikon,158,4608,105
Dottikon-Dintikon,Hendschiken,79,3617,165
Hendschiken,Lenzburg,71,4723,240
Rüti ZH,Tann-Dürnten,75,2189,105
Tann-Dürnten,Wald,73,7001,345
Wald,Gibswil,67,5307,285
Gibswil,Fischenthal,37,2487,240
Fischenthal,Steg,96,2796,105
Steg,Bauma,64,6419,360
Bauma,Saland,75,4699,225
Saland,Wila,71,3528,180
Wila,Turbenthal,36,2263,225
Turbenthal,Rämismühle-Zell,68,3105,165
Rämismühle-Zell,Rikon,36,2821,285
Rikon,Kollbrunn,58,3594,225
Kollbrunn,Sennhof-Kyburg,64,1865,105
Sennhof-Kyburg,Winterthur Seen,61,3045,180
Winterthur Seen,Winterthur Grüze,88,2567,105
Winterthur Grüze,Winterthur,47,3108,240
Winterthur,Winterthur Grüze,68,3108,165
Winterthur Grüze,Winterthur Seen,41,2567,225
Winterthur Seen,Sennhof-Kyburg,66,3045,165
Sennhof-Kyburg,Kollbrunn,41,1865,165
Kollbrunn,Rikon,54,3594,240
Rikon,Rämismühle-Zell,97,2821,105
Rämismühle-Zell,Turbenthal,50,3105,225
Turbenthal,Wila,49,2263,165
Wila,Saland,77,3528,165
Saland,Bauma,56,4699,300
Bauma,Steg,103,6419,225
Steg,Fischenthal,45,2796,225
Fischenthal,Gibswil,54,2487,165
Gibswil,Wald,53,5307,360
Wald,Tann-Dürnten,88,7001,285
Tann-Dürnten,Rüti ZH,44,2189,180
Baden,Turgi,84,6688,285
Turgi,Siggenthal-Würenlingen,89,4072,165
Siggenthal-Würenlingen,Döttingen,66,6368,345
Döttingen,Klingnau,92,1153,45
Klingnau,Koblenz,42,3484,300
Koblenz,Waldshut,59,4902,300
Waldshut,Koblenz,59,4902,300
Koblenz,Klingnau,76,3484,165
Klingnau,Döttingen,69,1153,60
Döttingen,Siggenthal-Würenlingen,102,6368,225
Siggenthal-Würenlingen,Turgi,51,4072,285
Turgi,Baden,67,6688,360
Lenzburg,Hunzenschwil,108,4961,165
Hunzenschwil,Suhr,66,5475,300
Suhr,Oberentfelden,94,4308,165
Oberentfelden,Kölliken,71,3247,165
Kölliken,Kölliken Oberdorf,53,1532,105
Kölliken Oberdorf,Safenwil,63,4205,240
Safenwil,Walterswil-Striegel,81,2375,105
Walterswil-Striegel,Küngoldingen,77,3508,165
Küngoldingen,Zofingen,37,2479,240
Zofingen,Küngoldingen,54,2479,165
Küngoldingen,Walterswil-Striegel,120,3508,105
Walterswil-Striegel,Safenwil,48,2375,180
Safenwil,Kölliken Oberdorf,144,4205,105
Kölliken Oberdorf,Kölliken,31,1532,180
Kölliken,Oberentfelden,111,3247,105
Oberentfelden,Suhr,52,4308,300
Suhr,Hunzenschwil,88,5475,225
Hunzenschwil,Lenzburg,74,4961,240
Turgi,Brugg AG,63,5290,300
Brugg AG,Schinznach Bad,100,6265,225
Schinznach Bad,Holderbank AG,84,2444,105
Holderbank AG,Wildegg,36,1776,180
Wildegg,Rupperswil,157,4582,105
Rupperswil,Aarau,83,8279,360
Aarau,Schönenwerd SO,137,6299,165
Schönenwerd SO,Däniken,67,3091,165
Däniken,Dulliken,79,3634,165
Dulliken,Olten,74,4931,240
Olten,Aarburg-Oftringen,84,3855,165
Aarburg-Oftringen,Rothrist,66,4386,240
Rothrist,Murgenthal,155,7127,165
Murgenthal,Roggwil-Wynau,52,2390,165
Roggwil-Wynau,Langenthal,58,5837,360
Langenthal,Roggwil-Wynau,127,5837,165
Roggwil-Wynau,Murgenthal,52,2390,165
Murgenthal,Rothrist,90,7127,285
Rothrist,Aarburg-Oftringen,96,4386,165
Aarburg-Oftringen,Olten,46,3855,300
Olten,Dulliken,108,4931,165
Dulliken,Däniken,58,3634,225
Däniken,Schönenwerd SO,106,3091,105
Schönenwerd SO,Aarau,76,6299,300
Aarau,Rupperswil,181,8279,165
Rupperswil,Wildegg,55,4582,300
Wildegg,Holderbank AG,61,1776,105
Holderbank AG,Schinznach Bad,84,2444,105
Schinznach Bad,Brugg AG,63,6265,360
Brugg AG,Turgi,106,5290,180
Allaman,Etoy,110,3201,105
Etoy,St-Prex,110,3205,105
St-Prex,Morges,85,5668,240
Morges,Lonay-Préverenges,102,2968,105
Lonay-Préverenges,Denges-Echandens,81,2376,105
Denges-Echandens,Renens VD,75,5009,240
Renens VD,Lausanne,61,6090,360
Lausanne,Pully,106,3518,120
Pully,Lutry,117,3411,105
Lutry,Cully,86,4297,180
Cully,Vevey,119,13913,420
Vevey,La Tour-de-Peilz,166,2069,45
La Tour-de-Peilz,Burier,74,2145,105
Burier,Clarens,66,1930,105
Clarens,Montreux,44,2182,180
Montreux,Villeneuve,63,5215,300
Villeneuve,Montreux,83,5215,225
Montreux,Clarens,175,2182,45
Clarens,Burier,66,1930,105
Burier,La Tour-de-Peilz,74,2145,105
La Tour-de-Peilz,Vevey,31,2069,240
Vevey,Cully,124,13913,405
Cully,Lutry,147,4297,105
Lutry,Pully,55,3411,225
Pully,Lausanne,53,3518,240
Lausanne,Prilly-Malley,110,3199,105
Prilly-Malley,Renens VD,58,2891,180
Renens VD,Denges-Echandens,109,5009,165
Denges-Echandens,Lonay-Préverenges,190,2376,45
Lonay-Préverenges,Morges,45,2968,240
Morges,St-Prex,124,5668,165
St-Prex,Etoy,110,3205,105
Etoy,Allaman,48,3201,240
Biel/Bienne,Brügg BE,103,4714,165
Brügg BE,Studen BE,106,3098,105
Studen BE,Busswil,55,2515,165
Busswil,Lyss,46,3034,240
Lyss,Suberg-Grossaffoltern,161,4708,105
Suberg-Grossaffoltern,Schüpfen,89,5545,225
Schüpfen,Münchenbuchsee,123,7681,225
Münchenbuchsee,Zollikofen,48,3200,240
Zollikofen,Bern Wankdorf,106,4875,165
Bern Wankdorf,Bern,44,3694,300
Bern,Bern Ausserholligen GBS,78,3595,165
Bern Ausserholligen GBS,Bern Weissenbühl,60,2761,165
Bern Weissenbühl,Wabern bei Bern,43,1977,165
Wabern bei Bern,Kehrsatz Nord,95,2765,105
Kehrsatz Nord,Kehrsatz,37,1079,105
Kehrsatz,Belp Steinbach,95,2780,105
Belp Steinbach,Belp,9,716,300
Belp,Belp Steinbach,57,716,45
Belp Steinbach,Kehrsatz,61,2780,165
Kehrsatz,Kehrsatz Nord,86,1079,45
Kehrsatz Nord,Wabern bei Bern,41,2765,240
Wabern bei Bern,Bern Weissenbühl,68,1977,105
Bern Weissenbühl,Bern Ausserholligen GBS,60,2761,165
Bern Ausserholligen GBS,Bern,36,3595,360
Bern,Bern Wankdorf,127,3694,105
Bern Wankdorf,Zollikofen,62,4875,285
Zollikofen,Münchenbuchsee,110,3200,105
Münchenbuchsee,Schüpfen,123,7681,225
Schüpfen,Suberg-Grossaffoltern,89,5545,225
Suberg-Grossaffoltern,Lyss,56,4708,300
Lyss,Busswil,91,3034,120
Busswil,Studen BE,86,2515,105
Studen BE,Brügg BE,106,3098,105
Brügg BE,Biel/Bienne,47,4714,360
Biel/Bienne,Brügg BE,103,4714,165
Brügg BE,Studen BE,106,3098,105
Studen BE,Busswil,55,2515,165
Busswil,Lyss,46,3034,240
Lyss,Suberg-Grossaffoltern,161,4708,105
Suberg-Grossaffoltern,Schüpfen,89,5545,225
Schüpfen,Münchenbuchsee,123,7681,225
Münchenbuchsee,Zollikofen,48,3200,240
Zollikofen,Bern Wankdorf,106,4875,165
Bern Wankdorf,Bern,44,3694,300
Bern,Bern Ausserholligen GBS,78,3595,165
Bern Ausserholligen GBS,Bern Weissenbühl,60,2761,165
Bern Weissenbühl,Wabern bei Bern,43,1977,165
Wabern bei Bern,Kehrsatz Nord,95,2765,105
Kehrsatz Nord,Kehrsatz,37,1079,105
Kehrsatz,Belp Steinbach,95,2780,105
Belp Steinbach,Belp,9,716,300
Belp,Belp Steinbach,57,716,45
Belp Steinbach,Kehrsatz,61,2780,165
Kehrsatz,Kehrsatz Nord,86,1079,45
Kehrsatz Nord,Wabern bei Bern,41,2765,240
Wabern bei Bern,Bern Weissenbühl,68,1977,105
Bern Weissenbühl,Bern Ausserholligen GBS,60,2761,165
Bern Ausserholligen GBS,Bern,36,3595,360
Bern,Bern Wankdorf,127,3694,105
Bern Wankdorf,Zollikofen,62,4875,285
Zollikofen,Münchenbuchsee,110,3200,105
Münchenbuchsee,Schüpfen,123,7681,225
Schüpfen,Suberg-Grossaffoltern,89,5545,225
Suberg-Grossaffoltern,Lyss,56,4708,300
Lyss,Busswil,91,3034,120
Busswil,Studen BE,86,2515,105
Studen BE,Brügg BE,106,3098,105
Brügg BE,Biel/Bienne,47,4714,360
Olten,Tecknau,120,11536,345
Tecknau,Gelterkinden,86,5352,225
Gelterkinden,Sissach,80,4012,180
Sissach,Itingen,99,2880,105
Itingen,Lausen,159,2647,60
Lausen,Liestal,86,3936,165
Liestal,Frenkendorf-Füllinsdorf,55,2533,165
Frenkendorf-Füllinsdorf,Pratteln,69,4582,240
Pratteln,Muttenz,109,5016,165
Muttenz,Basel SBB,58,6750,420
Basel SBB,Basel Dreispitz,51,2329,165
Basel Dreispitz,Münchenstein,105,3048,105
Münchenstein,Dornach-Arlesheim,63,2867,165
Dornach-Arlesheim,Aesch,58,2642,165
Aesch,Duggingen,81,2362,105
Duggingen,Grellingen,55,2514,165
Grellingen,Zwingen,91,7619,300
Zwingen,Laufen,72,3592,180
Laufen,Zwingen,78,3592,165
Zwingen,Grellingen,96,7619,285
Grellingen,Duggingen,86,2514,105
Duggingen,Aesch,52,2362,165
Aesch,Dornach-Arlesheim,58,2642,165
Dornach-Arlesheim,Münchenstein,98,2867,105
Münchenstein,Basel Dreispitz,67,3048,165
Basel Dreispitz,Basel SBB,28,2329,300
Basel SBB,Muttenz,70,6750,345
Muttenz,Pratteln,80,5016,225
Pratteln,Frenkendorf-Füllinsdorf,100,4582,165
Frenkendorf-Füllinsdorf,Liestal,55,2533,165
Liestal,Lausen,86,3936,165
Lausen,Itingen,91,2647,105
Itingen,Sissach,58,2880,180
Sissach,Gelterkinden,88,4012,165
Gelterkinden,Tecknau,117,5352,165
Tecknau,Olten,87,11536,480
Dietikon,Glanzenberg,66,1939,105
Glanzenberg,Schlieren,104,3020,105
Schlieren,Zürich Altstetten,72,4772,240
Zürich Altstetten,Zürich Hardbrücke,111,3232,105
Zürich Hardbrücke,Zürich HB,39,2586,240
Zürich HB,Zürich Stadelhofen,58,1924,120
Zürich Stadelhofen,Stettbach,107,6673,225
Stettbach,Dietlikon,81,3709,165
Dietlikon,Effretikon,80,8004,360
Effretikon,Illnau,88,5500,225
Illnau,Fehraltorf,67,4207,225
Fehraltorf,Pfäffikon ZH,54,4481,300
Pfäffikon ZH,Kempten,104,4778,165
Kempten,Wetzikon,45,2981,240
Wetzikon,Kempten,102,2981,105
Kempten,Pfäffikon ZH,57,4778,300
Pfäffikon ZH,Fehraltorf,98,4481,165
Fehraltorf,Illnau,92,4207,165
Illnau,Effretikon,55,5500,360
Effretikon,Dietlikon,128,8004,225
Dietlikon,Stettbach,74,3709,180
Stettbach,Zürich Stadelhofen,100,6673,240
Zürich Stadelhofen,Zürich HB,38,1924,180
Zürich HB,Zürich Hardbrücke,89,2599,105
Zürich Hardbrücke,Zürich Altstetten,97,3221,120
Zürich Altstetten,Schlieren,164,4772,105
Schlieren,Glanzenberg,66,3020,165
Glanzenberg,Dietikon,39,1939,180
Dietikon,Killwangen-Spreitenbach,107,6662,225
Killwangen-Spreitenbach,Mellingen Heitersberg,106,8854,300
Mellingen Heitersberg,Mägenwil,107,4926,165
Mägenwil,Othmarsingen,73,2428,120
Othmarsingen,Lenzburg,115,5741,180
Lenzburg,Aarau,116,13541,420
Aarau,Lenzburg,135,13541,360
Lenzburg,Othmarsingen,115,5741,180
Othmarsingen,Mägenwil,83,2428,105
Mägenwil,Mellingen Heitersberg,99,4926,180
Mellingen Heitersberg,Killwangen-Spreitenbach,142,8854,225
Killwangen-Spreitenbach,Dietikon,80,6662,300
Dietikon,Glanzenberg,66,1939,105
Glanzenberg,Schlieren,104,3020,105
Schlieren,Zürich Altstetten,72,4772,240
Zürich Altstetten,Zürich Hardbrücke,111,3232,105
Zürich Hardbrücke,Zürich HB,39,2586,240
Zürich HB,Zürich Stadelhofen,58,1924,120
Zürich Stadelhofen,Stettbach,107,6673,225
Stettbach,Dietlikon,81,3709,165
Dietlikon,Effretikon,80,8004,360
Effretikon,Illnau,88,5500,225
Illnau,Fehraltorf,67,4207,225
Fehraltorf,Pfäffikon ZH,54,4481,300
Pfäffikon ZH,Kempten,104,4778,165
Kempten,Wetzikon,45,2981,240
Wetzikon,Kempten,102,2981,105
Kempten,Pfäffikon ZH,57,4778,300
Pfäffikon ZH,Fehraltorf,98,4481,165
Fehraltorf,Illnau,92,4207,165
Illnau,Effretikon,55,5500,360
Effretikon,Dietlikon,128,8004,225
Dietlikon,Stettbach,74,3709,180
Stettbach,Zürich Stadelhofen,100,6673,240
Zürich Stadelhofen,Zürich HB,38,1924,180
Zürich HB,Zürich Hardbrücke,89,2599,105
Zürich Hardbrücke,Zürich Altstetten,97,3221,120
Zürich Altstetten,Schlieren,164,4772,105
Schlieren,Glanzenberg,66,3020,165
Glanzenberg,Dietikon,39,1939,180
Weinfelden,Märstetten,94,4683,180
Märstetten,Müllheim-Wigoltingen,112,5605,180
Müllheim-Wigoltingen,Hüttlingen-Mettendorf,159,4646,105
Hüttlingen-Mettendorf,Felben-Wellhausen,125,3634,105
Felben-Wellhausen,Frauenfeld,66,5541,300
Frauenfeld,Islikon,108,4965,165
Islikon,Rickenbach-Attikon,110,7339,240
Rickenbach-Attikon,Wiesendangen,105,1742,60
Wiesendangen,Oberwinterthur,85,2820,120
Oberwinterthur,Winterthur,70,4667,240
Winterthur,Oberwinterthur,93,4667,180
Oberwinterthur,Wiesendangen,97,2820,105
Wiesendangen,Rickenbach-Attikon,60,1742,105
Rickenbach-Attikon,Islikon,160,7339,165
Islikon,Frauenfeld,74,4965,240
Frauenfeld,Felben-Wellhausen,121,5541,165
Felben-Wellhausen,Hüttlingen-Mettendorf,125,3634,105
Hüttlingen-Mettendorf,Müllheim-Wigoltingen,101,4646,165
Müllheim-Wigoltingen,Märstetten,71,5605,285
Märstetten,Weinfelden,56,4683,300
Arth-Goldau,Steinerberg,54,3366,225
Steinerberg,Sattel-Aegeri,76,6026,285
Sattel-Aegeri,Biberegg,82,5114,225
Biberegg,Rothenthurm,31,1441,165
Rothenthurm,Altmatt,84,3841,165
Altmatt,Biberbrugg,49,4931,360
Biberbrugg,Altmatt,108,4931,165
Altmatt,Rothenthurm,61,3841,225
Rothenthurm,Biberegg,115,1441,45
Biberegg,Sattel-Aegeri,82,5114,225
Sattel-Aegeri,Steinerberg,63,6026,345
Steinerberg,Arth-Goldau,34,3366,360
Münchenbuchsee,Zollikofen,96,3200,120
Zollikofen,Bern Wankdorf,106,4875,165
Bern Wankdorf,Bern,44,3694,300
Bern,Bern Ausserholligen GBS,78,3595,165
Bern Ausserholligen GBS,Bern Weissenbühl,60,2761,165
Bern Weissenbühl,Wabern bei Bern,59,1977,120
Wabern bei Bern,Kehrsatz Nord,95,2765,105
Kehrsatz Nord,Kehrsatz,37,1079,105
Kehrsatz,Belp Steinbach,95,2780,105
Belp Steinbach,Belp,11,716,240
Belp,Belp Steinbach,57,716,45
Belp Steinbach,Kehrsatz,61,2780,165
Kehrsatz,Kehrsatz Nord,37,1079,105
Kehrsatz Nord,Wabern bei Bern,55,2765,180
Wabern bei Bern,Bern Weissenbühl,68,1977,105
Bern Weissenbühl,Bern Ausserholligen GBS,95,2761,105
Bern Ausserholligen GBS,Bern,43,3595,300
Bern,Bern Wankdorf,81,3694,165
Bern Wankdorf,Zollikofen,73,4875,240
Zollikofen,Münchenbuchsee,110,3200,105
Münchenbuchsee,Lyss,120,17934,540
Lyss,Biel/Bienne,89,13361,540
Arth-Goldau,Immensee,107,12081,405
Immensee,Rotkreuz,58,8666,540
Schaffhausen,Neuhausen,56,2563,165
Neuhausen,Dachsen,45,3010,240
Dachsen,Marthalen,90,5993,240
Marthalen,Andelfingen,90,9019,360
Andelfingen,Henggart,105,4813,165
Henggart,Hettlingen,48,2388,180
